Participant_id_A,Timepoint_A,Participant_id_B,Timepoint_B,AvgIdentity,TotalSNPs,dnadiff_report_path,dnadiff_sidecar_path,dnadiff_report_sha256,dnadiff_cache_signature,dnadiff_cache_status,dnadiff_version
120003,T1,20057,T2,99.9891,36,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.provenance.json,0f8d7f0d52edb0ce40cb01cd3e306b929d3d89ac26f366d9edae38cfb7da62eb,192ad6e88f999675011cba989e2543e753a49ed60fb2edda69bff8bc1a25e600,reused,dnadiff | DNAdiff version 1.3
20032,T2,110061,T2,99.986,304,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__110061__T2__2d805527fbffbf9f40e654ee.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__110061__T2__2d805527fbffbf9f40e654ee.provenance.json,98cdd86a1af52ff2d5934b73e2820093ca72c19384da6900bbcfde834bfe8e25,2d805527fbffbf9f40e654eea2233f9bede6177249981f29e6cabca1c33ab2d4,reused,dnadiff | DNAdiff version 1.3
20032,T4,110061,T2,99.9855,305,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__110061__T2__88f0106f64a7c45f3131f6e4.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__110061__T2__88f0106f64a7c45f3131f6e4.provenance.json,3ef877d7c82afda190f0b7087f5d209d380973931b096a41f53775f424422cda,88f0106f64a7c45f3131f6e4799fdef0fc50d2435e31a0e56e86f96ce230756a,reused,dnadiff | DNAdiff version 1.3
40001,T0,90008,T1,99.9809,169,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40001__T0__vs__90008__T1__cb8c283abc80855419f67671.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40001__T0__vs__90008__T1__cb8c283abc80855419f67671.provenance.json,04c64266c561357a2fa87061621938b0b2d6315be9c96a2b83ad6b4e5c847f79,cb8c283abc80855419f67671e8a7ec0f72d1d493aaf5e785b11a2c2f1d95e38b,reused,dnadiff | DNAdiff version 1.3
40001,UTI-1,90008,T1,99.9817,175,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40001__UTI-1__vs__90008__T1__eda53621e582ab345c26b1f6.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40001__UTI-1__vs__90008__T1__eda53621e582ab345c26b1f6.provenance.json,cbc39cecd0abc7a3d583abf16d3253e19de73a253beefdd641e97fed3982ee52,eda53621e582ab345c26b1f69480720284d32257512722d41e9c95f68de4a269,generated,dnadiff | DNAdiff version 1.3
90008,T0,100064,T2,99.9827,193,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__100064__T2__ce7688bb794fca4801b328bf.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__100064__T2__ce7688bb794fca4801b328bf.provenance.json,b76e26c22f7adf839229142dbbbbfa179812dd4b94662907da35e2a246e14533,ce7688bb794fca4801b328bf84dc094f65b3de3bca850b69e1134c5b1687bdef,reused,dnadiff | DNAdiff version 1.3
90008,T0,100064,T3,99.9861,159,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__100064__T3__30247e710cc6c2caa2bc51a1.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__100064__T3__30247e710cc6c2caa2bc51a1.provenance.json,f9b25ef21f92bc5addc6d2083720e3a4ad2cd669e179822cc89f0e541a891db0,30247e710cc6c2caa2bc51a19dcc86a0fc91e0ce3e3a34cf9aa54896cc69d532,reused,dnadiff | DNAdiff version 1.3
90008,T1,40001,T1,99.9793,228,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T1__vs__40001__T1__85bd5476052e36d4932bd4b5.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T1__vs__40001__T1__85bd5476052e36d4932bd4b5.provenance.json,32b04e4ddfb2f46edc6666351d1839856a6b11797ff56c5f2dedf62cfabe9316,85bd5476052e36d4932bd4b5cb9c2b656e4b8c75ff72c997544fc0d35ba0676c,reused,dnadiff | DNAdiff version 1.3
90008,T1,40001,T2,99.9808,174,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T1__vs__40001__T2__43bcc62c993e639ea4972437.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T1__vs__40001__T2__43bcc62c993e639ea4972437.provenance.json,977498f0806140c1b9dbc2654dd0873f30a07cc97f384e537636b57bc57f2ba4,43bcc62c993e639ea49724379a48b7d6bee653f759edcaf0d331615c4151b5dc,reused,dnadiff | DNAdiff version 1.3
40004,T1,50033,T4,99.949700000000007,1683,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T4__ad5d75c82a04d06011c188e0.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T4__ad5d75c82a04d06011c188e0.provenance.json,4b91074e5d1254fa7f1981ae5b65e60556fc9947149369bd5a88583fc9dadf12,ad5d75c82a04d06011c188e036d60b9e25dca805e203dc11ff59cb7ea971429e,reused,dnadiff | DNAdiff version 1.3
40004,T1,50033,T5,99.949700000000007,1652,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T5__1ef24ba1e51a36c5411d42bf.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T5__1ef24ba1e51a36c5411d42bf.provenance.json,444b01d77ee7677ed8fdc7b6b1035c8f0c82df0bfedda017d063528ccf697e02,1ef24ba1e51a36c5411d42bfa3f20d128a4436b64eb81330e82d3e93a88ae0e3,reused,dnadiff | DNAdiff version 1.3
40004,UTI-1,50033,T4,99.9491,1677,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T4__1d067fc075000f84f10925e5.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T4__1d067fc075000f84f10925e5.provenance.json,1c9e55017f5097309cc77c455b0c2c82cd8e2b2f44d8ae92ad008282f540cf96,1d067fc075000f84f10925e5516c79a20612ad1d5eb6f3abe97bca3be0726184,generated,dnadiff | DNAdiff version 1.3
40004,UTI-1,50033,T5,99.949,1657,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T5__ff2ed67f56b1dd91f1f90a5e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T5__ff2ed67f56b1dd91f1f90a5e.provenance.json,136cc20be9cf97bfaa0adf617a0eb339adcc582b4abc15c7de48034fa168bdbe,ff2ed67f56b1dd91f1f90a5e67cc5cac8eab06a22dd52f029462271b659aab96,generated,dnadiff | DNAdiff version 1.3
120003,T0,120007,T1,99.9865,175,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120007__T1__a62c5704069856414581adeb.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120007__T1__a62c5704069856414581adeb.provenance.json,815b57b738606d4ebb31c335792d0ea748658c52d46d168c7dc07d75ee3d5bdc,a62c5704069856414581adebf90a1a52929b8fe7350e194d0ee11910f668e2a7,reused,dnadiff | DNAdiff version 1.3
120006,UTI-1,120007,T0,99.9898,61,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120006__UTI-1__vs__120007__T0__c617f1d3c26d1818693e13a3.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120006__UTI-1__vs__120007__T0__c617f1d3c26d1818693e13a3.provenance.json,ef7d33274e6a89ad362e236d5c8082aa2102b8b825981f01e561ab46be622c1a,c617f1d3c26d1818693e13a37415240d95ec29fd7f624952131b1e069ec222bc,generated,dnadiff | DNAdiff version 1.3
20037,T0,130037,T3,99.9862,230,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T0__vs__130037__T3__406752eee387a5161810d343.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T0__vs__130037__T3__406752eee387a5161810d343.provenance.json,15f65e7e46bda373546fa548ef88a23dc0f0527ca1c7f8fe63a55ebf47d8ce8a,406752eee387a5161810d3435e9036b384d94db92c903c69ab49c65084d16046,reused,dnadiff | DNAdiff version 1.3
110064,T1,20054,T5,99.9465,2115,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110064__T1__vs__20054__T5__09f06eae5642bba8ca35c571.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110064__T1__vs__20054__T5__09f06eae5642bba8ca35c571.provenance.json,b10a1d8e253874ae4f1081013d641fa22f0e43639baa6dc0f05d43900a66f3ee,09f06eae5642bba8ca35c571c0b8ab14c135e78ae072434e07ade7cddba8138b,reused,dnadiff | DNAdiff version 1.3
110064,T2,20054,T5,99.9478,2118,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110064__T2__vs__20054__T5__dae5178897abe0bc272b22eb.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110064__T2__vs__20054__T5__dae5178897abe0bc272b22eb.provenance.json,954f38764cd2d1b9d8c4412cd22cf68d639c88c9f49d03a6d21537e6884276f8,dae5178897abe0bc272b22eba0f2e26794064b591ce2674656561867ac6490fd,reused,dnadiff | DNAdiff version 1.3
20034,T2,20084,T6,99.9743,745,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__20084__T6__02110633513d4743a601519f.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__20084__T6__02110633513d4743a601519f.provenance.json,8fc638d67bfb8f3f88434a2cd98db08ee165f7b834076697e2c6de48aec69123,02110633513d4743a601519f4c726150a7bf948b58e02abd2ff70ee4387837b7,reused,dnadiff | DNAdiff version 1.3
20034,T2,80029,T2,99.9825,420,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T2__1b7392240422b896b705ed6e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T2__1b7392240422b896b705ed6e.provenance.json,0a57fe1ee6e4b208059931e0c15c13807116f286b084c59eaf00c520bb033f76,1b7392240422b896b705ed6e0b2bdbed61a4a3ae20c10cc8ac5bb53074ef8c90,reused,dnadiff | DNAdiff version 1.3
20034,T2,80029,T3,99.9821,427,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T3__0e310b333f390728bdecc244.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T3__0e310b333f390728bdecc244.provenance.json,39d0085f34218aff79008a97352c554e07f122ac4e4d4800e63e1bec776d71e4,0e310b333f390728bdecc244d7ddaa8907970c5774b84a774ce7a2e97b65dedd,reused,dnadiff | DNAdiff version 1.3
20034,T2,80029,T5,99.9821,432,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T5__a936b9163a092b842e95bf65.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T5__a936b9163a092b842e95bf65.provenance.json,0fe8cc8e12bbfcc9994a6bf041d390b46d3dcb6d024ba56462b59d0b48168f5c,a936b9163a092b842e95bf659c820398d6bd170b825d58f2e06bff07d27037b2,reused,dnadiff | DNAdiff version 1.3
20034,T2,80029,T6,99.9821,438,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T6__cae55f0d3338013d7e9b51b5.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T2__vs__80029__T6__cae55f0d3338013d7e9b51b5.provenance.json,3b96d1448965eeb218f5a6c712aa7fef73a09b7d334e32a32027b9d7ae76a5e3,cae55f0d3338013d7e9b51b5f17627f4aa3f28b12239b3bf1fa89a5e3926dbe8,reused,dnadiff | DNAdiff version 1.3
20034,T3,20084,T6,99.9754,820,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__20084__T6__a808980d713d87fa09e8a14f.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__20084__T6__a808980d713d87fa09e8a14f.provenance.json,dd199aa41bb0911c24da7ba87e8449f841d5207e480b666f01ac7caef846b129,a808980d713d87fa09e8a14f5bb8ce3e979fc49032a7dbaf5162378e05b9e962,reused,dnadiff | DNAdiff version 1.3
20034,T3,80029,T3,99.9827,462,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T3__868581de03cf53a704f6f89b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T3__868581de03cf53a704f6f89b.provenance.json,cf466f88dd922a859f5cdd6a8055e7f38daec6b1efd826f604b45cea128c240f,868581de03cf53a704f6f89baf2ede522cfd2b19640f421082973b890a4c5977,reused,dnadiff | DNAdiff version 1.3
20034,T3,80029,T5,99.9827,467,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T5__26b03aca3854ae82bc733fec.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T5__26b03aca3854ae82bc733fec.provenance.json,612e1df02f38a12771cfb27fbf04dc8e608b49a7e44a43ad368fa0abaf702438,26b03aca3854ae82bc733fecc200544196bb0b95e81961ce54f4bbd5d4711772,reused,dnadiff | DNAdiff version 1.3
20034,T3,80029,T6,99.9824,473,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T6__6f13a1dcc30261c9c66df2db.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__80029__T6__6f13a1dcc30261c9c66df2db.provenance.json,13686a0bebfb0aad39a242ccf7dc263e7c0fe1d3582f15a137c4195fe4c68a57,6f13a1dcc30261c9c66df2dbaec00c187d1cd05666c706df616b0c9d2090318c,reused,dnadiff | DNAdiff version 1.3
80029,T0,20034,T2,99.9825,414,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20034__T2__a3a6b9508b6918bdd20de8d8.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20034__T2__a3a6b9508b6918bdd20de8d8.provenance.json,57e4ee27579efd7566181f559ddad475c5fc630a40eb5dccf6eae23bd7846f5c,a3a6b9508b6918bdd20de8d86d0bb09c1137653c3f3e9d6d2b3df865703213ef,reused,dnadiff | DNAdiff version 1.3
80029,T0,20034,T3,99.983,449,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20034__T3__dffe16ba6b236f53bd091a19.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20034__T3__dffe16ba6b236f53bd091a19.provenance.json,c9b5f4fb9e7ed4ac454bf0d791f5eb0da314cb9f9f548a2d7dc74ef130f7fcc0,dffe16ba6b236f53bd091a194d634c20d6fcb4033a70a4828b8873f4b75e086f,reused,dnadiff | DNAdiff version 1.3
80029,T1,140007,T2,99.9779,807,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__140007__T2__d2c4fb8a9286d23c5b8167d3.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__140007__T2__d2c4fb8a9286d23c5b8167d3.provenance.json,9a5fa3e39fcd55bcbed2d6a196c6c5587e818df7aaefc1adcc9b3c65f625a128,d2c4fb8a9286d23c5b8167d335865c33b9812c0f8585fa72320c3268dfdd9ca0,reused,dnadiff | DNAdiff version 1.3
80029,T2,20034,T3,99.9831,455,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__20034__T3__8468d50da1b159c4e30e9367.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__20034__T3__8468d50da1b159c4e30e9367.provenance.json,0c71e2407ede6b22727b621c67912467429808ea23c58d29eb7ae7ee33080772,8468d50da1b159c4e30e93678fdcc822fba5eb54b968a9b2715c4ca1ce22e20e,reused,dnadiff | DNAdiff version 1.3
110061,T1,20033,T2,99.984,417,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20033__T2__66ff3bb5335239a2a2e26c8d.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20033__T2__66ff3bb5335239a2a2e26c8d.provenance.json,524972266539bbae08e786d40d55c45f18c149cf32c7318d90b9a8208624817d,66ff3bb5335239a2a2e26c8d57160e647ac61b134ac2ccd4a240aafc14a3c881,reused,dnadiff | DNAdiff version 1.3
110061,T2,20033,T2,99.9842,433,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__20033__T2__4d0cf997e519b91276d81a6b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__20033__T2__4d0cf997e519b91276d81a6b.provenance.json,e7e6eabfd1ab501882ac528019133546dac7da23e945b9448bfc83805e55a6d6,4d0cf997e519b91276d81a6ba23abfa60599704eb23f3c3450187f60f818f6ff,reused,dnadiff | DNAdiff version 1.3
141018,T0,20032,T5,99.9877,216,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__20032__T5__ede805dc6d39bd3b5483cdf6.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__20032__T5__ede805dc6d39bd3b5483cdf6.provenance.json,e4bff21e8c3e7e1aa8e872e221616f9c231e2830f9601ae49da7743ec63010be,ede805dc6d39bd3b5483cdf63374c7664837e63aa6bd5b749ef747db2610b079,reused,dnadiff | DNAdiff version 1.3
20032,T0,141018,T0,99.9845,206,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__141018__T0__ada367fce1c79d29dc0d26b8.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__141018__T0__ada367fce1c79d29dc0d26b8.provenance.json,8c502b48b52f72db7ded1ae002f4ce65719968f3fa9b904ba7580b83bfb64014,ada367fce1c79d29dc0d26b8c70b84e7625201500f278be4a69dca1743765617,reused,dnadiff | DNAdiff version 1.3
20032,T0,141018,T2,99.9839,201,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__141018__T2__7be871031a4990b2ba998d9f.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__141018__T2__7be871031a4990b2ba998d9f.provenance.json,34cda9f6c87cf4bf21f9d1cf47bb07674dd0c34d85334dda6e0d1ca9e4ff1806,7be871031a4990b2ba998d9f10a2c004b375a6735b8ded9fbd2b336ec92486b8,reused,dnadiff | DNAdiff version 1.3
20032,T1,141018,T0,99.9885,204,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__141018__T0__d2fe00ed9be88e9abe509017.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__141018__T0__d2fe00ed9be88e9abe509017.provenance.json,564628724a0eb940b417b395f22dcb545014b838f5e1826ec34a372f80f2981d,d2fe00ed9be88e9abe50901789c325dc0f8160e20650f0e261977fe274a24d5f,reused,dnadiff | DNAdiff version 1.3
20032,T1,141018,T2,99.9885,199,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__141018__T2__8bf827b979a5041247b5e7a3.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__141018__T2__8bf827b979a5041247b5e7a3.provenance.json,84d4132856e7881275b332fed55a9d89c3216ad7f20e44892646be45c5b0a4fe,8bf827b979a5041247b5e7a3ae35d137988d15cdf0bb29bf7d152873c44d39b6,reused,dnadiff | DNAdiff version 1.3
20032,T2,141018,T0,99.9888,211,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__141018__T0__b5c550e0605a1cd73db37f6b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__141018__T0__b5c550e0605a1cd73db37f6b.provenance.json,11bade07fb0f0b8febe3ee9f384e1d40a82898519bd53d8b0d61ab363be3ae0b,b5c550e0605a1cd73db37f6b9dc11dbfe29a6a1a4ab5e98e13e8b6d430e5a50b,reused,dnadiff | DNAdiff version 1.3
20032,T2,141018,T2,99.9888,206,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__141018__T2__cdece8c955c37f99bc2266df.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__141018__T2__cdece8c955c37f99bc2266df.provenance.json,bbc0f7a3aa5cc62c0ae31d7986cc285dc9b435dca86791d9b998168a473d3dc6,cdece8c955c37f99bc2266df038af82df882acbe852116eb225897a18782e097,reused,dnadiff | DNAdiff version 1.3
20032,T4,141018,T0,99.9878,212,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__141018__T0__b68b1a6be3d3c76e7fbc53a1.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__141018__T0__b68b1a6be3d3c76e7fbc53a1.provenance.json,ee143360d6444aff34f4653bccaf0c99ada4d07dd2a614fd564b968b6c8dd987,b68b1a6be3d3c76e7fbc53a101e8fd0116e1a71c74f9e2c7f7f440557f778384,reused,dnadiff | DNAdiff version 1.3
20032,T4,141018,T2,99.9881,206,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__141018__T2__1bfc1548d2b01a678c96052b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__141018__T2__1bfc1548d2b01a678c96052b.provenance.json,aa923f743da4d387f57a6134c5e574e8bf99c052df7ea9f1a476e4165f250efd,1bfc1548d2b01a678c96052bf4ab40ceecd558fe4c8fcc1dd55de9538ec4b4f2,reused,dnadiff | DNAdiff version 1.3
